name,longitude,latitude,postcode,suburb
Manilla Pharmacy,150.720229,-30.747221,2346,Manilla
UQ Health Service,153.015531,-27.496436,4067,Saint Lucia
Pharmacy 777,115.904599,-31.887538,6062,Morley
Dani Walsh Occopational Therapist,151.666248,-30.51322,2350,Armidale
Rose Bay Pharmacy,151.26933,-33.870168,2029,Rose Bay
Annerley Dental,153.030184,-27.502481,4103,Annerley
Pathology North,151.655678,-30.512812,2350,Armidale
Armidale Foot Clinic,151.663507,-30.513799,2350,Armidale
4Cyte Pathology,144.958634,-37.817108,3000,Melbourne
Blackbutt Medical Centre,152.105884,-26.886063,4314,Blackbutt
Blackbutt Chiropractor,152.103691,-26.885803,4314,Blackbutt
Priceline Pharmacy,152.958949,-27.162689,4505,Burpengary
Jandowae Pharmacy,151.108776,-26.78015,4410,Jandowae
Prestons Dental,150.863867,-33.950026,2170,Prestons
Wambo Medical Centre,151.109486,-26.781027,4410,Jandowae
Eyeballs,151.229248,-33.8862,2021,Paddington
Wilston Dental Group,153.020202,-27.432766,4051,Wilston
Coolah Pharmacy,149.719854,-31.823699,2843,Coolah
Priceline Pharmacy,144.897664,-37.857913,3016,Williamstown
Wellington Advantage Pharmacy,148.941456,-32.551857,2820,Wellington
Ipswich Family Podiatry,152.761513,-27.604198,4305,North Ipswich
Mendooran Community Health Centre,149.121803,-31.822879,2842,Mendooran
Coolbellup Family Practice,115.807679,-32.082449,6163,Coolbellup
Natza's Wellness and Fitness,151.122284,-25.37033,4627,Eidsvold
Station Street Clinic,145.485154,-38.079183,3810,Pakenham
Doctors of Cranbourne Bulk Billing Clinic,145.24065,-38.115477,3977,Cranbourne West
Pharmacy 4 Less,145.24089,-38.115508,3977,Cranbourne West
Ultimo Medical Practice,151.196437,-33.883616,2007,Ultimo
Derek Chen,115.853032,-32.079211,6149,Leeming
Meadows Medical Centre,144.786866,-37.873376,3028,Altona Meadows
West Wyalong Dental Surgery,147.208184,-33.92334,2671,West Wyalong
Chemmart Pharmacy,115.86115,-32.157111,6164,Atwell
chemist,146.025669,-18.263977,4849,Cardwell
Island Pharmacy and News,105.67378,-10.420505,6798,Christmas Island
ChemMart,115.720962,-32.532515,6210,Mandurah
Chemist Warehouse,150.804287,-34.072404,2560,Campbelltown
Dentistry By Design,151.178807,-33.854843,2041,Balmain
Smile Dentistry,151.178707,-33.855064,2041,Balmain
Newport Specialised Therapies,144.882876,-37.84167,3015,Newport
PharmaSave,150.842912,-33.769937,2766,Rooty Hill
Chemist Warehouse,150.843514,-33.770565,2766,Rooty Hill
Mount Eliza Natural Therapies,145.091182,-38.183328,3930,Mount Eliza
Narrandera Dental Centre,146.553389,-34.743621,2700,Narrandera
Laverty Pathology,146.553466,-34.746866,2700,Narrandera
Capital Chemist,146.553445,-34.746339,2700,Narrandera
TerryWhite Chemmart,146.553449,-34.743955,2700,Narrandera
Marilyn's,145.880666,-34.806163,2707,Coleambally
Fountain Gate Medical Centre,145.312002,-38.002422,3805,Narre Warren
Birkenhead Medical Centre,151.163236,-33.855509,2047,Drummoyne
Mitcham Road Pharmacy,145.194384,-37.827608,3132,Mitcham
Rangeview Pharmacy,145.194389,-37.827542,3132,Mitcham
Chemist Warehouse,145.175837,-37.96784,3174,Noble Park
Genisis Care,115.822534,-31.941766,6014,Wembley
Health Matters,152.795628,-27.570904,4306,Karalee
Centro Eye Clinic,115.820288,-31.944837,6008,Subiaco
West Cessnock Medical Practice,151.343391,-32.838613,2325,Cessnock
Campus Pharmacy,145.132601,-37.91172,3168,Clayton
Hazelbrook Pharmacy,150.453035,-33.722098,2779,Hazelbrook
Australian Red Cross Blood Service,115.858225,-31.952414,6000,Perth
Waverley Podiatry Centre,145.18375,-37.921193,3150,Wheelers Hill
Park Avenue Pharmacy,145.293161,-38.09316,3977,Cranbourne
PharmaSave,145.346505,-38.030996,3806,Berwick
Maxwell Medical Group,144.86083,-37.793822,3019,Braybrook
Altona Chiropractic,144.812769,-37.864387,3018,Altona
Specsavers,144.363918,-38.147615,3220,Geelong
Balranald Pharmacy,143.562562,-34.638936,2715,Balranald
Nutrition Wisdom Paddington,153.006899,-27.461773,4064,Paddington
TerryWhite Chemmart,153.01197,-27.411411,4053,Stafford
Nyah West Pharmacy Depot,142.882645,-35.05296,3546,Manangatang
Ouyen Pharmacy,142.315163,-35.070555,3490,Ouyen
Clifton Hill Therapies,144.989762,-37.789439,3068,Clifton Hill
QML Pathology,153.385402,-27.899717,4216,Coombabah
Leslie Chan Herbalist,151.205211,-33.880557,2000,Haymarket
Mullein Pharmacy,152.900706,-27.677633,4300,Springfield Central
Smiles on South,151.104659,-33.910549,2194,Campsie
MTHCS Dr R.W. Pattinson Aged Hostel,142.327426,-35.071338,3490,Ouyen
Priceline Pharmacy,152.318504,-24.886754,4670,Avoca
Childers Pharmacy,152.270338,-25.232246,4660,Childers
Chemist Warehouse,151.226918,-23.87692,4680,New Auckland
Priceline Pharmacy,151.242737,-23.870332,4680,West Gladstone
Canley Heights Pharmacy,150.925788,-33.883753,2166,Canley Heights
Clifton Hill Pharmacy,144.991081,-37.788225,3068,Fitzroy North
Clifton Hill Podiatry,144.989298,-37.788964,3068,Fitzroy North
MTHCS Underbool Centre,141.809701,-35.171127,3509,Underbool
Mallee Pharmacies Pinnaroo,140.908023,-35.260673,5304,Pinnaroo
Murrayville Pharmacy,141.18267,-35.263133,3512,Murrayville
Coburg Medical & Dental,144.966008,-37.741137,3058,Coburg
Clare Valley Family Pharmacy,138.685738,-34.02597,5451,Auburn
MTHCS Murrayville Centre,141.180682,-35.262543,3512,Murrayville
Newcastle Dermatology,151.730838,-32.911475,2298,Georgetown
Priceline Pharmacy,145.240558,-37.868833,3152,Wantirna South
QML Pathology,153.323044,-27.946,4211,Pacific Pines
Chempro Chemist Eagleby,153.212594,-27.701141,4207,Eagleby
Eagleby Medical Centre,153.212611,-27.701077,4207,Eagleby
Dr Michael Tong,153.471031,-28.118737,4221,Palm Beach
Varsity Smiles,153.42363,-28.085583,4227,Varsity Lakes
Gold Coast Dental,153.41327,-27.992282,4215,Southport
Priceline Pharmacy,153.31349,-27.852075,4209,Coomera
Lock Pharmacy,135.755828,-33.567749,5633,Lock
Eucla Health Centre,128.888702,-31.6764,6443,Eucla
Lock Community Health and Welfare Centre,135.755837,-33.565462,5633,Lock
Eyre Eye Centre,133.674024,-32.123151,5690,Ceduna
West Coast Active Living and Physiotherapy,133.67405,-32.125636,5690,Ceduna
Eyre Health,133.673975,-32.125852,5690,Ceduna
Silverchain Eucla,128.889391,-31.676387,6443,Eucla
Amcal,115.986281,-32.147718,6112,Armadale
Haynes Medical Centre,115.986079,-32.147876,6112,Armadale
Ravensthorpe Pharmacy,120.048513,-33.581805,6346,Ravensthorpe
Balmoral Dental Centre - Dentist Bulimba,153.061433,-27.451336,4171,Bulimba
Eli's Place Allied Health,153.184675,-27.673424,4129,Loganholme
M1 Psychology,153.184538,-27.67348,4129,Loganholme
M+M Fitness,153.184907,-27.673611,4129,Loganholme
Great Wall,151.087815,-33.964737,2222,Penshurst
Penshurst Physiotherapy,151.087405,-33.964261,2222,Penshurst
Norseman Gold Pharmacy,121.780121,-32.198632,6443,Norseman
Bradshaws Pharmacy,121.891413,-33.861913,6450,Esperance
Forrest Road GP,116.008031,-32.153016,6112,Armadale
Esperance Bay Dental,121.898664,-33.853758,6450,Esperance
Banksia Medical and Health,121.895121,-33.856822,6450,Esperance
Bannockburn Surgery,144.171335,-38.045763,3331,Bannockburn
Options Optometrist Belmont,115.935332,-31.963844,6105,Cloverdale
Options Optometrists Livingston Marketplace,115.917688,-32.085575,6155,Canning Vale
Options Optometrists Joondalup,115.765601,-31.743601,6027,Joondalup
Options Optometrists Clarkson Ocean Keys,115.717767,-31.690011,6030,Clarkson
Options Optometrists Midland Gate,116.009751,-31.889656,6056,Midland
Options Optometrists Morley Galleria,115.898225,-31.896838,6062,Morley
Donnybrook Physiotherapy,115.825003,-33.574646,6239,Donnybrook
Podiatrist,115.825038,-33.574719,6239,Donnybrook
Donnybrook Chiropratic Clinic,115.822788,-33.570457,6239,Donnybrook
Donnybrook Family Doctors,115.824822,-33.574265,6239,Donnybrook
Esperance Family Practice,121.890832,-33.864562,6450,Esperance
Dr C Harris and Associates - Dental Surgery,121.890889,-33.86457,6450,Esperance
Esperance Podiatry,121.891186,-33.864611,6450,Esperance
Connect Hearing,121.891103,-33.8646,6450,Esperance
Main St Medical Centre - Bulk Bill Available,153.213681,-27.72422,4207,Beenleigh
TerryWhite Chemmart,153.213733,-27.724145,4207,Beenleigh
Hopetoun Beachfront Chemist,120.126131,-33.950195,6348,Hopetoun
Campus Health Clinic Wollongong University,150.879359,-34.407771,2522,Keiraville
ihear,120.116475,-33.942296,6348,Hopetoun
Livingston Medical - Hopetoun Medical Centre,120.126977,-33.947868,6348,Hopetoun
Livingston Medical - Ravensthorpe Medical Centre,120.045387,-33.584265,6346,Ravensthorpe
Action Psychology SA,138.748564,-34.603654,5118,Gawler
Newdegate Medical Centre,119.025204,-33.094595,6355,Newdegate
Priceline Pharmacy,150.176275,-35.706098,2536,Batemans Bay
Glenelg 7 day pharmacy,138.514996,-34.980392,5045,Glenelg
Mt Barker Country Chemist,117.661953,-34.626773,6324,Mount Barker
Community and Child Health Services,118.006955,-33.936442,6335,Gnowangerup
Kingston Hospital,139.848552,-36.835531,5275,Kingston SE
Gawler GP Access Afterhours,138.74952,-34.600029,5118,Gawler
Medicines R Us,150.673006,-33.769852,2750,Jamisontown
Gordonvale Family Medical Centre,145.78662,-17.090477,4865,Gordonvale
Pemberton Phamacy,116.03397,-34.445344,6260,Pemberton
Savage Xray,153.041088,-27.456051,4006,Fortitude Valley
4Lane Phisiotherapy,115.764341,-33.979999,6275,Nannup
Pemberton Infant Healthcare Centre,116.03451,-34.444649,6260,Pemberton
Country Living Chiropractic,115.765168,-33.98327,6275,Nannup
Clinipath Pathology,116.137129,-33.9586,6255,Bridgetown
OPSM,153.025533,-27.509229,4103,Fairfield
Identilab,153.106877,-27.588941,4113,Eight Mile Plains
TerryWhite Chemmart,153.122236,-26.772806,4551,Currimundi
Chemist Warehouse,153.248869,-27.638904,4165,Mount Cotton
Pacific Smiles Dental,153.02915,-27.194971,4508,Deception Bay
Qld Diagnostic Imaging,153.02216,-27.239835,4509,North Lakes
4 Cyte Pathology,153.187715,-27.753602,4207,Bannockburn
Empowering Wellness,153.446659,-28.080961,4220,Burleigh Heads
Chiro + Co.,153.42394,-28.085022,4227,Varsity Lakes
Da Rin Optometrist,153.236173,-27.509547,4168,Wellington Point
East Coast Compounding,153.237235,-27.509885,4160,Wellington Point
Flourish Medical Group,146.53426,-38.197289,3844,Traralgon
Hooley Orthodontist,146.533858,-38.197211,3844,Traralgon
Laser Clinic,146.536511,-38.197424,3844,Traralgon
Brickworks Medical Clinic,153.409336,-27.979654,4215,Southport
Boian Chemist,151.081271,-33.949489,2209,Beverly Hills
Clovelly Dental,151.253977,-33.9114,2031,Randwick
CustomMed,151.240995,-33.916243,2031,Randwick
HCF Dental Centre,144.960661,-37.817033,3000,Melbourne
Jenny Craig,146.536199,-38.197431,3844,Traralgon
Alfords Point Chemist,151.02431,-33.993447,2234,Alfords Point
PharmaSave,151.132211,-33.964781,2217,Kogarah
Wagin General Practice,117.344337,-33.310405,6315,Wagin
Hospital Hill Pharmacy,150.88587,-34.425141,2500,Wollongong
Australian Red Cross Blood Service,151.20569,-33.873561,2000,Sydney
Farrelly Chiropractic,145.303486,-38.024686,3805,Narre Warren
OPSM,115.761332,-31.997787,6011,Cottesloe
Lake Grace Community Pharmacy,118.46156,-33.100645,6353,Lake Grace
Western Diagnostic Pathology,115.756647,-32.061887,6160,Fremantle
Hawkesbury Fine Dental,150.751167,-33.595762,2753,Richmond
Dr Theodore Tang,144.929818,-37.788037,3031,Kensington
Amcal,151.168966,-33.93684,2020,Mascot
myhealth Medical Centre,151.186642,-33.7944,2067,Chatswood
Toodyay Pharmacy,116.468042,-31.549853,6566,Toodyay
Pacific Smiles Dental Clinic,146.538886,-38.197304,3844,Traralgon
Goomalling Pharmacy,116.827624,-31.298362,6460,Goomalling
Larry Elsegood (Wyalkatchem) Medical Centre,117.386332,-31.175628,6485,Wyalkatchem
Marysville Medical Clinic,145.751301,-37.5134,3779,Marysville
Happy Pill Pharmacy,117.382426,-31.180822,6485,Wyalkatchem
Hawthorne Chiropractic,153.060948,-27.459983,4171,Hawthorne
Kununoppin Medcial Practice,117.923014,-31.110162,6489,Kununoppin
Danks Street Discount Pharmacy,151.212891,-33.897835,2017,Waterloo
Dr Victoria Nisenblat,138.615548,-34.934508,5000,Adelaide
St Helena Pharmacy,145.135917,-37.685182,3088,Saint Helena
Princess Alexandra Hospital Radiation Oncology,153.027134,-27.484998,4101,South Brisbane
Chemist Warehouse,151.952125,-27.560643,4350,Toowoomba City
Wilton Medical Centre,150.683383,-34.228364,2571,Wilton
Ramsay Pharmacy,153.563195,-28.389457,2489,Pottsville
Central Pottsville Medical Centre,153.564184,-28.388983,2489,Pottsville
Sharp Eyes,153.564181,-28.388915,2489,Pottsville
The Earth lab,153.569762,-28.33262,2488,Bogangar
Coastal Therapies,153.56948,-28.33223,2488,Bogangar
The Health Cove,153.568918,-28.330992,2488,Cabarita Beach
Priceline Pharmacy,153.574941,-28.256402,2487,Kingscliff
Campbell Pharmacy,149.154215,-35.289413,2612,Campbell
Dr Michael Tucker,149.144175,-35.3134,2604,Kingston
Narrabeen Family Medical Practice,151.299945,-33.700628,2101,North Narrabeen
Illawarra Oral and Maxillofacial Surgery,150.418175,-34.482873,2576,Bowral
Clinical Psychologist,153.43899,-28.840642,2477,Alstonville
TAFE NSW Counselling and Career Development Service,150.798344,-34.068244,2560,Campbelltown
Bridge Inn Medical,145.099537,-37.601881,3754,Mernda
Direct Chemist Outlet,145.099517,-37.601995,3754,Mernda
Zen Holistic Health Clinic,145.099769,-37.602973,3754,Mernda
Southern Cross Medical Imaging,145.100022,-37.602994,3754,Mernda
Blooms The Chemist,150.862609,-34.546753,2528,Warilla
SunDoctors,153.563031,-28.389177,2489,Pottsville
Australian GP Group Medical Centre,150.8627,-34.54649,2528,Warilla
Chemist Warehouse,146.538187,-38.196061,3844,Traralgon
Priceline Pharmacy Amaroo,149.132393,-35.164755,2914,Amaroo
Alstonville Family Practice,153.440142,-28.842416,2477,Alstonville
TerryWhite Chemmart,153.439736,-28.841588,2477,Alstonville
My GP Gungahlin,149.135642,-35.18548,2912,Gungahlin
Alstonville Medical Centre,153.439071,-28.839935,2477,Alstonville
Amalgam Free Dentistry,149.135348,-35.18502,2912,Gungahlin
Prosthetic Technology,153.438935,-28.838749,2477,Alstonville
En Pointe Health Centre,145.137285,-37.605699,3754,Doreen
Red Earth Chiropractic,153.441696,-28.841994,2477,Alstonville
Sullivan Nicolaides Pathology,153.441691,-28.841966,2477,Alstonville
Connected Minds Psychology,144.982755,-37.806917,3065,Fitzroy
Northcoast Radiology,153.347687,-28.81263,2480,Goonellabah
Victorian Bone & Joint Specialists,144.975618,-37.807813,3065,Fitzroy
Narembeen Pharmacy,118.394502,-32.065427,6369,Narembeen
Stable Health Clinic,144.981824,-37.785429,3068,Fitzroy North
Gippsland Physiotherapy Group Morwell,146.39532,-38.23699,3840,Morwell
Gippsland Physiotherapy Group Leongatha,145.947196,-38.478063,3953,Leongatha
Acland Street Dental Group,144.980004,-37.86858,3182,St Kilda
Chemist Warehouse,144.989349,-37.872478,3184,Elwood
Milingimbi Health Centre,134.922657,-12.106122,0822,Milingimbi
ACT Pain and Wellness Clinic,149.062766,-35.241018,2617,Belconnen
"Elanora Heights Physiotherapy, Massage & Acupuncture Centre",151.280211,-33.696187,2101,Elanora Heights
Imanpa Health Centre,132.569532,-25.128716,0872,Imanpa
Perth Central Dental Centre,115.858297,-31.951456,6000,Perth
Corrigin Phamarcy,117.875639,-32.330885,6375,Corrigin
Clinicare Pharmacy,117.400069,-32.010529,6383,Quairading
Beverley Medical Practice,116.924728,-32.103243,6304,Beverley
Western Diagnostic Pathology,116.924659,-32.103198,6304,Beverley
South Casino Pharmacy,153.04402,-28.871038,2470,Casino
Caringbah Station Pharmacy,151.122051,-34.041766,2229,Caringbah
Physioplus,153.062508,-28.860386,2470,Casino
Googong Family Practice,149.236388,-35.422005,2620,Googong
Cape Byron Medical Center,153.614065,-28.645521,2481,Byron Bay
Chemist Warehouse,145.065982,-37.756007,3084,Heidelberg
Medical One Sunshine,144.832807,-37.782633,3020,Sunshine
Greenway Medical Centre,149.067763,-35.415488,2900,Greenway
Pathology,149.06798,-35.415084,2900,Greenway
Laverty Pathology,149.06805,-35.415409,2900,Greenway
PhysioChoice Cairnlea,144.789997,-37.758098,3023,Cairnlea
PhysioChoice Aspendale Gardens,145.117935,-38.022038,3195,Aspendale Gardens
PhysioChoice Point Cook,144.752606,-37.896975,3030,Point Cook
Phallosan Forte,151.2752,-33.889157,2026,Bondi Beach
Barunga Health Centre,132.865734,-14.524934,0852,Barunga
Priceline Pharmacy,147.148119,-41.429087,7250,Launceston
Diamond Creek Pharmacy,145.159501,-37.673925,3089,Diamond Creek
"Dr Ludmilla Collins, Obstetrician and Gynecologist",151.113179,-34.035622,2228,Miranda
Eagle Junction Pharmacy,153.048492,-27.415298,4011,Clayfield
Royal Flying Doctor Service,134.187653,-19.64722,0860,Tennant Creek
Health Centre,131.043141,-12.523146,0839,Coolalinga
Priceline Pharmacy,130.984498,-12.470782,0830,Yarrawonga
Medical Centre,131.042791,-12.525281,0839,Coolalinga
Terrace Pharmacy,132.262799,-14.465388,0850,Katherine
Better Health,131.042658,-12.525103,0839,Coolalinga
Psychologist,131.043323,-12.523273,0839,Coolalinga
Dr Andrew MacMillan,151.97408,-27.565268,4350,East Toowoomba
Walton Bridge Medical Centre,152.952849,-27.445171,4061,The Gap
Chemist Warehouse,145.002527,-37.884653,3185,Elsternwick
Dental Society,138.530532,-34.8697,5011,Saint Clair
Chemist Warehouse,144.851215,-37.777952,3019,Braybrook
Clovercrest Family Practice,138.67293,-34.829291,5092,Modbury North
Forward Medical GP Clinic,138.612276,-34.926827,5000,Adelaide
Specsavers Berri,140.609263,-34.280136,5343,Berri
Hills Medical Service,138.73434,-35.014918,5154,Aldgate
UniHealth Playford GP SuperClinic,138.68074,-34.672138,5114,Smithfield Plains
Engaging Minds Clinical Psychology,138.530465,-34.870109,5011,Kilkenny
National Pharamcies,138.67325,-34.829271,5092,Modbury
Athelstone Respiratory Clinic,138.703021,-34.871158,5076,Athelstone
TerryWhite Chemmart,145.207727,-37.747569,3113,Warrandyte
Warrandyte Medical Centre,145.211022,-37.743597,3113,Warrandyte
Pilbara Dental Centre,117.670989,-23.199917,6754,Paraburdoo
Ludus Sports Performance,115.820172,-32.041477,6154,Myaree
ANIMA Health Network,115.825817,-31.940563,6007,West Leederville
Perfect Motion Physiotherapy,138.566775,-34.955315,5037,Kurralta Park
Brentwood Village Medical Centre,115.849272,-32.041327,6153,Brentwood
SportsMed Subiaco,115.816998,-31.940655,6014,Wembley
Fremantle Speech Pathology Services,115.761631,-32.079399,6163,Hamilton Hill
Marian Centre,115.824031,-31.941074,6014,Wembley
Western Oncology,115.824141,-31.94222,6008,Subiaco
7 Day Pharmacy,115.968788,-31.830869,6055,Brabham
Brabham Smiles,115.969558,-31.832156,6055,Brabham
Western Diagnostic Pathology,115.832834,-31.947381,6008,Subiaco
Wutunugurra Health Centre,135.250226,-20.463334,0872,Wutunugurra
Youngtown Pharmacy,147.168058,-41.486007,7249,Youngtown
Amcal,128.74012,-15.775593,6743,Kununurra
ChemCo Compounding Chemist,151.48044,-33.280527,2259,Tuggerawong
Warner Family Medical Practice,152.952538,-27.291751,4500,Warner
Northside Sports Injury Centre,152.952538,-27.291613,4500,Warner
Bulman Health Centre,134.332465,-13.665061,0852,Bulman Weemol
Belyuen Health Centre,130.700387,-12.538683,0822,Belyuen
Amanbidji Health Centre,129.619891,-16.427429,,
Alpurrurulam Health Centre,137.848818,-20.985401,4825,Alpurrurulam
Orrtipa-Thurra Health Centre,136.168453,-22.789288,,
Kintore Health Centre,129.387393,-23.275505,0872,Kintore
Laramba Health Centre,132.756603,-22.532958,0872,Laramba
Yirrkala Health Centre,136.892667,-12.249838,0880,Yirrkala
Beswick Health Centre,133.113263,-14.554661,0852,Beswick
Amcal,152.955987,-26.856246,4519,Beerwah
Peppimenarti Health Centre,130.08057,-14.156165,0822,Peppimenarti
Julanimawu Health Care Centre,130.639164,-11.75871,0822,Wurrumiyanga
Minjilang Health Centre,132.57682,-11.149937,0822,Minjilang
Titjikala Health Centre,134.076057,-24.672994,0872,Titjikala
Finke Health Centre,134.576256,-25.580865,0872,Finke
Wilora Health Centre,133.73176,-21.74042,0872,Wilora
UQ Gatton Medical Centre,152.33612,-27.553077,4343,Lawes
Northcott Disability Services,151.0014,-33.805227,2151,North Parramatta
Studfield Pharmacy,145.240715,-37.859629,3152,Wantirna South
Top Care Medical Centre,145.241149,-37.858661,3152,Wantirna
Hornsby Specialist Centre,151.110368,-33.702612,2077,Hornsby
Bremer Bay Pharmacy,119.379058,-34.392344,6338,Bremer Bay
Priceline Pharmacy,145.161845,-37.906044,3150,Wheelers Hill
National Centre for Childhood Grief,151.110396,-33.702755,2077,Hornsby
On-Balance Physiotherapy,151.110509,-33.70215,2077,Hornsby
Nambour Medical Centre,152.958921,-26.630209,4560,Nambour
Bremer Bay Health Centre,119.378006,-34.397108,6338,Bremer Bay
Chemists' Own Trevallyn Pharmacy,147.119788,-41.435204,7250,Trevallyn
Australian Red Cross Blood Service,115.930025,-32.014584,6107,Cannington
Chemist Warehouse,153.026497,-27.243326,4509,Mango Hill
Bartchall Medical,153.026379,-27.24339,4509,Mango Hill
Walpole Pharmacy,116.730793,-34.976411,6398,Walpole
Douglass Hanly Moir Pathology,150.926398,-31.087277,2340,Tamworth
Castlereagh Imaging Tamworth,150.926516,-31.087456,2340,Tamworth
Heathmont Family Dentistry,145.245447,-37.828186,3135,Heathmont
Thornside Pharmacy,153.197679,-27.48762,4158,Thorneside
Thornside Medical Centre,153.197723,-27.48764,4158,Thorneside
Symmetry Physiotherapy,144.803485,-37.702731,3036,Keilor
TLC Dentistry,153.083909,-26.614593,4564,Mudjimba
Direct Chemist Outlet,153.082726,-26.614061,4564,Pacific Paradise
Melbourne Dental Vision,145.310709,-38.027374,3805,Narre Warren
Brimbank Osteopathy,144.824254,-37.739488,3021,Kealba
Nagambie Dental Surgery,145.154979,-36.78282,3608,Nagambie
Kilmore Dental and Specialist Centre,144.951874,-37.299614,3764,Kilmore
Family Wise Medical Practices Castle Hill,151.005551,-33.732501,2154,Castle Hill
Chemist Warehouse,150.82969,-34.564822,2529,Blackbutt
Doctors Surgery,153.069763,-27.320003,4017,Sandgate
South East Orthodontics,145.343644,-38.034804,3806,Berwick
Sal's Pharmacy,115.762681,-29.534131,6519,Three Springs
Silk Laser Clinics,147.327498,-42.881761,7000,Hobart
Lugarno Pharmacist Advice,151.047507,-33.975442,2210,Lugarno
Priceline Pharmacy,153.016076,-27.242875,4509,North Lakes
First Step Fertility,153.016502,-27.241126,4509,North Lakes
Morawa Medical Centre,116.004581,-29.213632,6623,Morawa
Discount,151.19205,-33.824379,2065,St Leonards
Good Price Pharmacy Warehouse,153.098228,-27.472488,4170,Cannon Hill
Morawa Pharmacy,116.009064,-29.211937,6623,Morawa
The Dental Project,153.237168,-27.509688,4160,Wellington Point
Pharmacy @ Wellington Point,153.23734,-27.50968,4160,Wellington Point
Priceline Pharmacy,145.346984,-38.029748,3806,Berwick
TerryWhite Chemmart,138.007134,-33.191243,5540,Port Pirie South
