id,promoType,price,hasVideo,agentNames,brandName,addressStreet,addressSuburb,addressState,addressPostcode,addressLat,addressLng,num_bath,type,formatted,isRural,landSize,Retirement
17161124,premiumplus,"$1,250 pw",False,Maria Gutterson,Dingle Partners,114/60 Siddeley Street,DOCKLANDS,VIC,3008,-37.822678,144.95253,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17163016,premiumplus,$620 per week,False,"Kim Te, Mary Mezei",Motion Property,1606/6 Joseph Road,FOOTSCRAY,VIC,3011,-37.800327,144.90956,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17163417,premiumplus,$950 Per Week,False,"Leasing Team, Miranda Farago",Besser & Co. Estate Agents,22 Leven Avenue,DOCKLANDS,VIC,3008,-37.815525,144.93718,3.0,Townhouse,Townhouse,False,0.0,False
17163498,premiumplus,"$1,350 per week",False,Amy Fiske,Performance Asset Management Melbourne,2802/35 Spring St,MELBOURNE,VIC,3004,-37.81417,144.974,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17173381,premiumplus,$550,False,Aaron Boal,Gotham Property,509/77 Hobsons Road,KENSINGTON,VIC,3031,-37.795876,144.91705,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17177667,premiumplus,$550.00 pw,False,Barbara Baltas,Dingle Partners,706/325 Collins Street,MELBOURNE,VIC,3000,-37.816597,144.96346,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17177988,premiumplus,$450 pw,False,Mona Wang,Dingle Partners,204/86 Altona Street,KENSINGTON,VIC,3031,-37.796715,144.9255,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
16554829,standardpp,$490 per week,True,"Kim Te, Mary Mezei",Motion Property,401/4 Joseph Road,FOOTSCRAY,VIC,3011,-37.800327,144.90956,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17115818,standardpp,"$1,000 pw",False,Mica Viotti,Dingle Partners,2403/50 Lorimer Street,DOCKLANDS,VIC,3008,-37.824562,144.94754,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17117748,standardpp,$425 pw,False,Trish Ha,Dingle Partners,208/408 Lonsdale Street,MELBOURNE,VIC,3000,-37.8126,144.9604,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17130504,standardpp,$850 per week,False,Jade Sterland,Jellis Craig Port Phillip Pty Ltd,903/582 St Kilda Road,MELBOURNE,VIC,3004,-37.849308,144.97942,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17138715,standardpp,$590 pw,False,Carson Mair,Dingle Partners,203/9 Commercial Road,MELBOURNE,VIC,3004,-37.845287,144.97978,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17145064,standardpp,"$1,995 pw",False,"Barbara Baltas, Pam Dingle",Dingle Partners,904/201 Collins Street,MELBOURNE,VIC,3000,-37.815475,144.96729,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
13477440,elite,$420 per week,False,Tennille D'Avola,Jas Stephens Real Estate,103/26 Beaurepaire Parade,FOOTSCRAY,VIC,3011,-37.799736,144.88368,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
15945111,elite,$560 per week,False,Natasha Roman,Jas Stephens Real Estate,6/245 Williamstown Road,YARRAVILLE,VIC,3013,-37.816265,144.88327,1.0,Townhouse,Townhouse,False,0.0,False
16152908,elite,$790 per week,False,Stephanie Njomkam,Jas Stephens Real Estate,6 Powell Street,YARRAVILLE,VIC,3013,-37.813576,144.88539,2.0,House,House,False,0.0,False
17196551,elite,$860 Per Week,False,Cassidy Simmonds,hockingstuart Yarraville,39 Frederick Street,YARRAVILLE,VIC,3013,-37.81967,144.89517,2.0,House,House,False,0.0,False
17196753,elite,$600 per week,False,Raelene Hallmark,McGrath Yarraville,4 Brooks Place,YARRAVILLE,VIC,3013,-37.81273,144.88766,1.0,House,House,False,0.0,False
17196981,elite,$440.00,False,April Langley,Buxton Inner West,6/107 Somerville Road,YARRAVILLE,VIC,3013,-37.81333,144.88654,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17197193,elite,$750,True,"Tali Leckie, Bronte Carfino",MRE,1802/135 A'Beckett Street,MELBOURNE,VIC,3000,-37.809788,144.95964,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17197263,elite,$460.00,False,Miki Kawabuchi,MICM Real Estate,1804/618 Lonsdale Street,MELBOURNE,VIC,3000,-37.814415,144.9539,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17197881,elite,$900 Per Week,False,Anastasia Jajo,hockingstuart Yarraville,12A Dean Street,YARRAVILLE,VIC,3013,-37.81961,144.88318,2.0,Townhouse,Townhouse,False,0.0,False
17177312,elite,$565,False,Carmelo Caputa,Melbourne Residential Property Management,2/16 Gordon Street,FOOTSCRAY,VIC,3011,-37.79378,144.88905,1.0,Townhouse,Townhouse,False,0.0,False
17177339,elite,For Lease $460 per week,False,Heather Steadman,OBrien Real Estate ,331/673 La Trobe Street,DOCKLANDS,VIC,3008,-37.814922,144.94794,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17177367,elite,$925 per week,False,Property Now,Property Now,883 COLLINS STREET,DOCKLANDS,VIC,3008,-37.82109,144.94264,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17177564,elite,$500 per week,False,"Lakely Shu, Jeff Yu",ELITE REAL ESTATE (ON ELIZABETH STREET),305/8 Mccrae Street,DOCKLANDS,VIC,3008,-37.82167,144.95099,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17177816,elite,$740.00,False,"Alice Mosut, Sorelle Webster",Barry Plant Yarraville,5 Carder Place,YARRAVILLE,VIC,3013,-37.822674,144.88857,2.0,Townhouse,Townhouse,False,0.0,False
17178113,elite,$730 weekly,False,Jerry Bao,Ray White (Box Hill),151/8 Waterside Pl,DOCKLANDS,VIC,3008,-37.819916,144.9422,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17178469,elite,$400,False,Para Taneski,Sweeney Estate Agents Williamstown,4/21 Latrobe Street,FOOTSCRAY,VIC,3011,-37.79774,144.88976,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17179118,elite,$700 per week,False,"Romina Alessi, Leasing Team",Melcorp Real Estate,4813/33 Rose Lane,MELBOURNE,VIC,3000,-37.815,144.95387,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17179295,elite,$710 Per Week I Furnished,False,Laura Braun,Evoke Property,12a/60 Queens Road,MELBOURNE,VIC,3000,-37.81707,144.96188,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17179297,elite,$675,True,"Tali Leckie, Thembie  Sikwila",MRE,2704/483 Swanston Street,MELBOURNE,VIC,3000,-37.807137,144.96233,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
10892306,elite,$540.00 per week,False,Danny Campos,LITTLE Real Estate Victoria,600/18 Waterview Walk,DOCKLANDS,VIC,3008,-37.819168,144.94757,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17070058,elite,$540,False,Mia Bakri,Landmark Real Estate,704/450 ST KILDA ROAD,MELBOURNE,VIC,3004,-37.838615,144.97589,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17179315,elite,$740,False,Elvis Ng,Apex Investment Alliance,1306E/888 Collins Street,DOCKLANDS,VIC,3008,-37.820473,144.94252,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17179427,elite,$825,False,"Thembie  Sikwila, Annabelle Munt",MRE,1401/157 A'Beckett Street,MELBOURNE,VIC,3000,-37.81,144.95882,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17179547,elite,$590 per week,False,"Mason Wong, Hayley Tran",Inner Real Estate NEXTRE,1511/568 St Kilda Road,MELBOURNE,VIC,3004,-37.847107,144.97884,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17179948,elite,$750 per week,False,Illy Bakesy,Jas Stephens Real Estate,9/37 Stephen Street,YARRAVILLE,VIC,3013,-37.81239,144.89597,2.0,Townhouse,Townhouse,False,0.0,False
17181702,elite,$1050 per week,False,"Hendy Nora, James Ji",Core Realty Pty Ltd,4201/119 A'beckett Street,MELBOURNE,VIC,3000,-37.809578,144.96008,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17181930,elite,$460 P/W,False,Nelson Wu,CT Real Estate,1103/2 Hallenstein Street,FOOTSCRAY,VIC,3011,-37.80043,144.90816,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17182121,elite,$800,True,"Bronte Carfino, Tali Leckie",MRE,916/35 Albert Road,MELBOURNE,VIC,3004,-37.834694,144.9721,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17182298,elite,$630pw,False,Ann Borg,Village Real Estate ,455 Geelong Road,YARRAVILLE,VIC,3013,-37.812218,144.86708,1.0,House,House,False,0.0,False
16633591,premiumplus,$510 per week,False,"Kim Te, Mary Mezei",Motion Property,205/6 Joseph Road,FOOTSCRAY,VIC,3011,-37.800327,144.90956,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17184735,premiumplus,LEASED NO FURTHER INSPECTIONS,False,Georgie Sinclair,Real Property Agent Melbourne,60 Tennyson Street,KENSINGTON,VIC,3031,-37.798397,144.9289,1.0,House,House,False,0.0,False
17195040,premiumplus,$675 per week,False,Ismaeel Hussain,Samma Real Estate,3712/80 ABeckett Street,MELBOURNE,VIC,3000,-37.809,144.96107,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17196214,premiumplus,$500per week,True,Kim Te,Motion Property,1508/2 Joseph Road,FOOTSCRAY,VIC,3011,-37.800327,144.90956,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17197393,premiumplus,$700,True,"Christian Neofotistos, Hassan Allouche",Ray White Brunswick,14 Clarence Street,FLEMINGTON,VIC,3031,-37.78696,144.92557,1.0,House,House,False,0.0,False
17197768,premiumplus,$850,False,"Lorena Lore, Christian Hidayat",GBE Property Investments,911/915 Collins Street,DOCKLANDS,VIC,3008,-37.820675,144.94011,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,91.0,False
17197776,premiumplus,$640,False,"Lorena Lore, Christian Hidayat",GBE Property Investments,2010/628 Flinders Street,DOCKLANDS,VIC,3008,-37.820972,144.95325,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17197777,premiumplus,"$1,250",False,"Lorena Lore, Christian Hidayat",GBE Property Investments,1708/450 St Kilda Road,MELBOURNE,VIC,3004,-37.838615,144.97589,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
16599176,elite,UNDER APPLICATION,False,"Terry Zhang, Tony Gao",MATRIX GLOBAL INVESTMENT GROUP MELBOURNE PTY LTD,1007/815 Bourke St,DOCKLANDS,VIC,3008,-37.81993,144.94446,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
16604617,elite,$700 per week,False,Christine Baldasso,Jas Stephens Real Estate,23 Lovett Walk,FOOTSCRAY,VIC,3011,-37.801044,144.8852,2.0,House,House,False,0.0,False
17037014,elite,$550 weekly,False,"Tia Perry, Tijen Akdeniz",Frank Dowling,12 Kensington Road,KENSINGTON,VIC,3031,-37.794376,144.92679,1.0,House,House,False,0.0,False
17078908,elite,"$1,155pw | 3mnths free rent* & car park",False,LIV Aston,LIV Aston Mirvac,2613/7 Siddeley Street,DOCKLANDS,VIC,3008,-37.821514,144.95454,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17119860,elite,$600,False,Elvis Ng,Apex Investment Alliance,307E/888 Collins Street,DOCKLANDS,VIC,3008,-37.82063,144.94257,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17125233,elite,$700 per week,False,Daisy Au,Belle Property Balwyn,1701S/889 Collins Street,DOCKLANDS,VIC,3008,-37.820915,144.94186,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17157793,elite,$550.00,False,"Amanda Carr, Yvonne Elmenawi",Gunn &Co Estate Agents,5/78 Queens Road,MELBOURNE,VIC,3004,-37.85308,144.97952,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17161889,elite,$688 per week,False,RentBetter Team,RentBetter,103/35 Victoria Street,FOOTSCRAY,VIC,3011,-37.80146,144.89291,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17198039,elite,$680 pw Furnished,False,RentBetter Team,RentBetter,Unit 220/60 Siddeley St,DOCKLANDS,VIC,3008,-37.822678,144.95253,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
16439494,elite,$560 PER WEEK,False,"VI A, Ken Yu",Chandon Realestate,1305/8 Pearl River Rd,DOCKLANDS,VIC,3008,-37.81565,144.93825,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
16574664,elite,$720 per week,False,RentBetter Team,RentBetter,207/601 Saint Kilda Road,MELBOURNE,VIC,3004,-37.85058,144.98131,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17174987,elite,$470 per week,False,Tennille D'Avola,Jas Stephens Real Estate,1/49 Napier Street,FOOTSCRAY,VIC,3011,-37.80482,144.9024,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17175035,elite,$490 per week,False,"Eva Christodoulou, Dylan Emmett",Lucas Real Estate,1710/8 McCrae Street,DOCKLANDS,VIC,3008,-37.82167,144.95099,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17175715,elite,$600 weekly,False,Shaun Young,AREAL PROPERTY MELBOURNE,708/243 Franklin Street,MELBOURNE,VIC,3000,-37.809772,144.957,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17176952,elite,$675 per week,False,Illy Bakesy,Jas Stephens Real Estate,61 Tarrengower Street,YARRAVILLE,VIC,3013,-37.81772,144.8898,1.0,House,House,False,0.0,False
17177282,elite,*UNDER APPLICATION*,False,Carmelo Caputa,Melbourne Residential Property Management,1/17 Gordon Street,FOOTSCRAY,VIC,3011,-37.788937,144.89015,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
14593045,standardpp,$450.00 per week,False,Cooper Modica,LITTLE Real Estate Victoria,802/1 Ascot Vale Road,FLEMINGTON,VIC,3031,-37.78678,144.92131,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17079304,standardpp,$590pw | 3mnths free rent*,False,LIV Aston,LIV Aston Mirvac,1916/7 Siddeley Street,DOCKLANDS,VIC,3008,-37.821514,144.95454,1.0,Studio,Studio,False,0.0,False
17175586,standardpp,$600.00,False,Caterina Italiano,Woodards Ascot Vale,20 Marwick Street,FLEMINGTON,VIC,3031,-37.7814,144.93184,1.0,House,House,False,0.0,False
17181356,standardpp,$600 pw,False,"Ruella Head, Tass Roussos",Belle Property St Kilda,4/58 Queens Road,MELBOURNE,VIC,3004,-37.84839,144.9779,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17184201,standardpp,Price on Application,False,Adam Farrugia,WP Real Estate,1505/70 Lorimer Street,DOCKLANDS,VIC,3008,-37.82475,144.94554,2.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17188315,standardpp,$550,False,"Travis Flint, Caroline Hardeman",Ray White Williamstown,6/51 Stephen Street,YARRAVILLE,VIC,3013,-37.81278,144.8953,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
17195887,standardpp,$585,False,Property Management Department,P Di Natale Real Estate,20 Southampton Street,FOOTSCRAY,VIC,3011,-37.79526,144.886,2.0,House,House,False,0.0,False
17198284,standardpp,$535,False,"Travis Flint, Caroline Hardeman",Ray White Williamstown,60 Blackwood Street,YARRAVILLE,VIC,3013,-37.818367,144.88936,1.0,House,House,False,0.0,False
14309514,elite,$860 pw Furnished,False,RentBetter Team,RentBetter,408/118 Dudley Street,WEST MELBOURNE,VIC,3003,-37.809357,144.9514,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
14401110,standard,$610 per week,True,"Chloe Zha, Mary Navarro",Austrump Glen Pty Ltd,204/392 Spencer Street,WEST MELBOURNE,VIC,3003,-37.811256,144.95097,1.0,ApartmentUnitFlat,Apartment / Unit / Flat,False,0.0,False
