id,promoType,price,hasVideo,agentNames,brandName,addressStreet,addressSuburb,addressState,addressPostcode,addressLat,addressLng,num_bath,type,formatted,isRural,landSize,Retirement,min_distance_to_university,min_distance_to_shopping_mall,min_distance_to_secondary_school,min_distance_to_primary_school,min_distance_to_park
17104126,elite,760,FALSE,Michael Zhang,Areal Property - Box Hill,503/10 Wominjeka Walk,WEST MELBOURNE,VIC,3003,-37.81019,144.94905,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.91,2.66,0.58,0.73,0.24
17120819,elite,650,FALSE,Frank Du,CAN Estate Agents Pty Ltd,912/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.89,2.59,0.51,0.71,0.22
17127712,elite,630,FALSE,Kenneth Wu,Professionals First & Co,1212/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.89,2.59,0.51,0.71,0.22
17132972,elite,450,FALSE,"Kim Davey, Chelsea Menjivar",Melbourne Boutique Property,301/5 Stawell Street,WEST MELBOURNE,VIC,3003,-37.80608,144.9422,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.49,3.46,1.23,1.40,1.10
17145523,elite,790,TRUE,Mania Sidhu,MICM Real Estate,1002/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.810585,144.95053,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.01,2.53,0.45,0.86,0.38
17148149,elite,720,TRUE,Mania Sidhu,MICM Real Estate,1104/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.810585,144.95053,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.01,2.53,0.45,0.86,0.38
17149674,elite,440,TRUE,Mania Sidhu,MICM Real Estate,307/53 Batman Street,WEST MELBOURNE,VIC,3003,-37.81091,144.95145,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.92,2.53,0.46,0.77,0.39
17151769,elite,580,FALSE,Mania Sidhu,MICM Real Estate,1101/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.810585,144.95053,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.01,2.53,0.45,0.86,0.38
17156127,elite,680,TRUE,Abie Riady,MICM Real Estate,92/33 Jeffcott Street,WEST MELBOURNE,VIC,3003,-37.811794,144.9526,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.04,2.47,0.35,0.89,0.57
17156485,elite,680,FALSE,"Alex Chan, Leane Shea",Fletchers Projects Rental,2103/65 Dudley Street,WEST MELBOURNE,VIC,3003,-37.810135,144.9504,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.89,2.59,0.51,0.71,0.22
17156535,elite,660,FALSE,"Alex Chan, Leane Shea",Fletchers Projects Rental,114/121 Rosslyn Street,WEST MELBOURNE,VIC,3003,-37.809017,144.95024,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.82,2.75,0.64,0.49,0.17
17164804,elite,900,FALSE,Mania Sidhu,MICM Real Estate,1903/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.8106,144.95053,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.01,2.53,0.45,0.86,0.38
17166339,elite,500,FALSE,David Barnes,Nelson Alexander Northcote,311/162 Rosslyn Street,WEST MELBOURNE,VIC,3003,-37.809242,144.9489,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.91,2.72,0.65,0.58,0.08
17167152,elite,670,FALSE,Mania Sidhu,MICM Real Estate,1707/408 Spencer Street,WEST MELBOURNE,VIC,3003,-37.810585,144.95053,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.01,2.53,0.45,0.86,0.38
17170949,elite,620,FALSE,"Mark Arnejo, Leah Zhao",Melplex Real Estate,1205/41 Batman Street,WEST MELBOURNE,VIC,3003,-37.810875,144.95183,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.89,2.57,0.46,0.75,0.42
14285004,premiumplus,460,FALSE,"Kavinda Kudage Don, Adam Abriani",Linage ,1105/568 St Kilda Road,MELBOURNE,VIC,3004,-37.847107,144.97884,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,6.25,5.41,0.67,1.33,0.79
15977519,premiumplus,675,FALSE,Ismaeel Hussain,Samma Real Estate,206/601 Little Collins Street,MELBOURNE,VIC,3004,-37.817917,144.95485,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.65,1.72,0.14,1.54,0.25
16592622,premiumplus,630,FALSE,Angus Brayshaw,Richardson & Wrench Projects Victoria,G06B/72 Ascot Vale Road,FLEMINGTON,VIC,3031,-37.78403,144.92305,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.07,4.92,0.78,1.50,0.78
16609817,premiumplus,630,FALSE,Angus Brayshaw,Richardson & Wrench Projects Victoria,G01A/72 Ascot Vale Road,FLEMINGTON,VIC,3031,-37.78403,144.92305,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.07,4.92,0.78,1.50,0.78
16811696,premiumplus,720,FALSE,"Alexander Gorejena, Fiona Tennant",aussieproperty.com,5601/450 Elizabeth Street,MELBOURNE,VIC,3004,-37.80828,144.9607,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.26,3.39,0.66,1.14,0.27
17028121,premiumplus,580,TRUE,Community Host  UKO Melbourne Central,UKO,703/19 Exploration Lane,MELBOURNE,VIC,3000,-37.808933,144.9681,1,Studio,Studio,FALSE,0,FALSE,1.74,3.79,0.46,0.92,0.32
17079308,premiumplus,840,FALSE,LIV Aston,LIV Aston Mirvac,1911/7 Siddeley Street,DOCKLANDS,VIC,3008,-37.821514,144.95454,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.34,1.14,0.79,1.73,0.38
17163016,premiumplus,620,FALSE,"Kim Te, Mary Mezei",Motion Property,1606/6 Joseph Road,FOOTSCRAY,VIC,3011,-37.800327,144.90956,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.78,4.55,1.52,0.61,0.39
17163417,premiumplus,950,FALSE,"Leasing Team, Miranda Farago",Besser & Co. Estate Agents,22 Leven Avenue,DOCKLANDS,VIC,3008,-37.815525,144.93718,3,Townhouse,Townhouse,FALSE,0,FALSE,3.26,4.19,1.93,0.60,0.10
17173381,premiumplus,550,FALSE,Aaron Boal,Gotham Property,509/77 Hobsons Road,KENSINGTON,VIC,3031,-37.795876,144.91705,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.64,5.64,1.56,1.38,0.07
17177667,premiumplus,550,FALSE,Barbara Baltas,Dingle Partners,706/325 Collins Street,MELBOURNE,VIC,3000,-37.816597,144.96346,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.56,2.35,0.71,2.18,0.72
17177988,premiumplus,450,FALSE,Mona Wang,Dingle Partners,204/86 Altona Street,KENSINGTON,VIC,3031,-37.796715,144.9255,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.22,5.96,1.38,0.61,0.11
16554829,standardpp,490,TRUE,"Kim Te, Mary Mezei",Motion Property,401/4 Joseph Road,FOOTSCRAY,VIC,3011,-37.800327,144.90956,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.78,4.55,1.52,0.61,0.39
17117748,standardpp,425,FALSE,Trish Ha,Dingle Partners,208/408 Lonsdale Street,MELBOURNE,VIC,3000,-37.8126,144.9604,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.87,2.79,0.06,1.68,0.54
17130504,standardpp,850,FALSE,Jade Sterland,Jellis Craig Port Phillip Pty Ltd,903/582 St Kilda Road,MELBOURNE,VIC,3004,-37.849308,144.97942,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,6.59,5.55,0.61,1.28,0.84
17138715,standardpp,590,FALSE,Carson Mair,Dingle Partners,203/9 Commercial Road,MELBOURNE,VIC,3004,-37.845287,144.97978,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,6.1,5.27,0.72,1.03,0.65
13477440,elite,420,FALSE,Tennille D'Avola,Jas Stephens Real Estate,103/26 Beaurepaire Parade,FOOTSCRAY,VIC,3011,-37.799736,144.88368,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.69,3.45,0.98,0.63,0.47
15945111,elite,560,FALSE,Natasha Roman,Jas Stephens Real Estate,6/245 Williamstown Road,YARRAVILLE,VIC,3013,-37.816265,144.88327,1,Townhouse,Townhouse,FALSE,0,FALSE,2.79,4.46,2.04,0.34,0.47
16152908,elite,790,FALSE,Stephanie Njomkam,Jas Stephens Real Estate,6 Powell Street,YARRAVILLE,VIC,3013,-37.813576,144.88539,2,House,House,FALSE,0,FALSE,2.1,4.74,2.07,0.13,0.49
17196551,elite,860,FALSE,Cassidy Simmonds,hockingstuart Yarraville,39 Frederick Street,YARRAVILLE,VIC,3013,-37.81967,144.89517,2,House,House,FALSE,0,FALSE,2.01,5.08,1.87,0.37,0.39
17196753,elite,600,FALSE,Raelene Hallmark,McGrath Yarraville,4 Brooks Place,YARRAVILLE,VIC,3013,-37.81273,144.88766,1,House,House,FALSE,0,FALSE,1.87,4.99,1.85,0.39,0.63
17196981,elite,440,FALSE,April Langley,Buxton Inner West,6/107 Somerville Road,YARRAVILLE,VIC,3013,-37.81333,144.88654,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.97,4.85,1.94,0.25,0.50
17197193,elite,750,TRUE,"Tali Leckie, Bronte Carfino",MRE,1802/135 A'Beckett Street,MELBOURNE,VIC,3000,-37.809788,144.95964,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.47,3.13,0.57,1.34,0.31
17197263,elite,460,FALSE,Miki Kawabuchi,MICM Real Estate,1804/618 Lonsdale Street,MELBOURNE,VIC,3000,-37.814415,144.9539,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.27,2.14,0.37,1.17,0.68
17197881,elite,900,FALSE,Anastasia Jajo,hockingstuart Yarraville,12A Dean Street,YARRAVILLE,VIC,3013,-37.81961,144.88318,2,Townhouse,Townhouse,FALSE,0,FALSE,3.1,4,1.61,0.87,0.79
17177312,elite,565,FALSE,Carmelo Caputa,Melbourne Residential Property Management,2/16 Gordon Street,FOOTSCRAY,VIC,3011,-37.79378,144.88905,1,Townhouse,Townhouse,FALSE,0,FALSE,1.32,2.38,0.88,0.67,0.60
17177339,elite,460,FALSE,Heather Steadman,OBrien Real Estate ,331/673 La Trobe Street,DOCKLANDS,VIC,3008,-37.814922,144.94794,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.74,2.18,1.41,0.99,1.07
17177367,elite,925,FALSE,Property Now,Property Now,883 COLLINS STREET,DOCKLANDS,VIC,3008,-37.82109,144.94264,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.91,1.99,1.85,1.77,0.23
17177564,elite,500,FALSE,"Lakely Shu, Jeff Yu",ELITE REAL ESTATE (ON ELIZABETH STREET),305/8 Mccrae Street,DOCKLANDS,VIC,3008,-37.82167,144.95099,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.93,0.9,1.05,1.31,0.65
17177816,elite,740,FALSE,"Alice Mosut, Sorelle Webster",Barry Plant Yarraville,5 Carder Place,YARRAVILLE,VIC,3013,-37.822674,144.88857,2,Townhouse,Townhouse,FALSE,0,FALSE,3.02,4.65,2.26,0.64,0.93
17178113,elite,730,FALSE,Jerry Bao,Ray White (Box Hill),151/8 Waterside Pl,DOCKLANDS,VIC,3008,-37.819916,144.9422,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.75,1.82,1.69,1.61,0.24
17178469,elite,400,FALSE,Para Taneski,Sweeney Estate Agents Williamstown,4/21 Latrobe Street,FOOTSCRAY,VIC,3011,-37.79774,144.88976,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.15,2.92,0.44,0.42,0.33
17179118,elite,700,FALSE,"Romina Alessi, Leasing Team",Melcorp Real Estate,4813/33 Rose Lane,MELBOURNE,VIC,3000,-37.815,144.95387,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.3,2.09,0.37,1.19,0.63
17179295,elite,710,FALSE,Laura Braun,Evoke Property,12a/60 Queens Road,MELBOURNE,VIC,3000,-37.81707,144.96188,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.5,2.29,0.65,2.12,0.54
17179297,elite,675,TRUE,"Tali Leckie, Thembie  Sikwila",MRE,2704/483 Swanston Street,MELBOURNE,VIC,3000,-37.807137,144.96233,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.1,3.92,0.37,1.16,0.51
10892306,elite,540,FALSE,Danny Campos,LITTLE Real Estate Victoria,600/18 Waterview Walk,DOCKLANDS,VIC,3008,-37.819168,144.94757,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.71,1.3,1.16,1.64,0.69
17070058,elite,540,FALSE,Mia Bakri,Landmark Real Estate,704/450 ST KILDA ROAD,MELBOURNE,VIC,3004,-37.838615,144.97589,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,5.26,4.39,0.59,1.35,0.72
17179315,elite,740,FALSE,Elvis Ng,Apex Investment Alliance,1306E/888 Collins Street,DOCKLANDS,VIC,3008,-37.820473,144.94252,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.76,1.83,1.7,1.62,0.23
17179427,elite,825,FALSE,"Thembie  Sikwila, Annabelle Munt",MRE,1401/157 A'Beckett Street,MELBOURNE,VIC,3000,-37.81,144.95882,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.54,3.05,0.5,1.27,0.24
17179547,elite,590,FALSE,"Mason Wong, Hayley Tran",Inner Real Estate NEXTRE,1511/568 St Kilda Road,MELBOURNE,VIC,3004,-37.847107,144.97884,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,6.25,5.41,0.67,1.33,0.79
17179948,elite,750,FALSE,Illy Bakesy,Jas Stephens Real Estate,9/37 Stephen Street,YARRAVILLE,VIC,3013,-37.81239,144.89597,2,Townhouse,Townhouse,FALSE,0,FALSE,1.27,5.7,1.13,0.90,0.44
17181702,elite,1050,FALSE,"Hendy Nora, James Ji",Core Realty Pty Ltd,4201/119 A'beckett Street,MELBOURNE,VIC,3000,-37.809578,144.96008,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.42,3.17,0.62,1.30,0.43
17181930,elite,460,FALSE,Nelson Wu,CT Real Estate,1103/2 Hallenstein Street,FOOTSCRAY,VIC,3011,-37.80043,144.90816,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.46,4.23,1.2,0.29,0.20
17182121,elite,800,TRUE,"Bronte Carfino, Tali Leckie",MRE,916/35 Albert Road,MELBOURNE,VIC,3004,-37.834694,144.9721,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,4.68,3.84,0.49,1.36,0.84
17182298,elite,630,FALSE,Ann Borg,Village Real Estate ,455 Geelong Road,YARRAVILLE,VIC,3013,-37.812218,144.86708,1,House,House,FALSE,0,FALSE,3.27,2.86,2,0.74,0.46
16633591,premiumplus,510,FALSE,"Kim Te, Mary Mezei",Motion Property,205/6 Joseph Road,FOOTSCRAY,VIC,3011,-37.800327,144.90956,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.78,4.55,1.52,0.61,0.39
17195040,premiumplus,675,FALSE,Ismaeel Hussain,Samma Real Estate,3712/80 ABeckett Street,MELBOURNE,VIC,3000,-37.809,144.96107,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.39,3.28,0.55,1.26,0.39
17196214,premiumplus,500,TRUE,Kim Te,Motion Property,1508/2 Joseph Road,FOOTSCRAY,VIC,3011,-37.800327,144.90956,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.78,4.55,1.52,0.61,0.39
17197393,premiumplus,700,TRUE,"Christian Neofotistos, Hassan Allouche",Ray White Brunswick,14 Clarence Street,FLEMINGTON,VIC,3031,-37.78696,144.92557,1,House,House,FALSE,0,FALSE,2.7,5.02,0.31,1.04,0.37
17197768,premiumplus,850,FALSE,"Lorena Lore, Christian Hidayat",GBE Property Investments,911/915 Collins Street,DOCKLANDS,VIC,3008,-37.820675,144.94011,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,91,FALSE,3.89,1.96,1.83,1.74,0.01
17197776,premiumplus,640,FALSE,"Lorena Lore, Christian Hidayat",GBE Property Investments,2010/628 Flinders Street,DOCKLANDS,VIC,3008,-37.820972,144.95325,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.38,1.25,0.83,1.77,0.43
16604617,elite,700,FALSE,Christine Baldasso,Jas Stephens Real Estate,23 Lovett Walk,FOOTSCRAY,VIC,3011,-37.801044,144.8852,2,House,House,FALSE,0,FALSE,1.54,3.56,1.09,0.74,0.58
17037014,elite,550,FALSE,"Tia Perry, Tijen Akdeniz",Frank Dowling,12 Kensington Road,KENSINGTON,VIC,3031,-37.794376,144.92679,1,House,House,FALSE,0,FALSE,3.12,5.58,1,0.27,0.46
17119860,elite,600,FALSE,Elvis Ng,Apex Investment Alliance,307E/888 Collins Street,DOCKLANDS,VIC,3008,-37.82063,144.94257,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.93,1.57,1.44,1.79,0.58
17125233,elite,700,FALSE,Daisy Au,Belle Property Balwyn,1701S/889 Collins Street,DOCKLANDS,VIC,3008,-37.820915,144.94186,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.84,1.91,1.78,1.70,0.16
17157793,elite,550,FALSE,"Amanda Carr, Yvonne Elmenawi",Gunn &Co Estate Agents,5/78 Queens Road,MELBOURNE,VIC,3004,-37.85308,144.97952,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,7.21,5.52,0.39,0.89,1.06
17161889,elite,688,FALSE,RentBetter Team,RentBetter,103/35 Victoria Street,FOOTSCRAY,VIC,3011,-37.80146,144.89291,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,0.77,3.62,0.28,0.44,0.79
17198039,elite,680,FALSE,RentBetter Team,RentBetter,Unit 220/60 Siddeley St,DOCKLANDS,VIC,3008,-37.822678,144.95253,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.5,0.99,0.95,1.89,0.55
16439494,elite,560,FALSE,"VI A, Ken Yu",Chandon Realestate,1305/8 Pearl River Rd,DOCKLANDS,VIC,3008,-37.81565,144.93825,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.15,4.08,1.82,0.48,0.17
16574664,elite,720,FALSE,RentBetter Team,RentBetter,207/601 Saint Kilda Road,MELBOURNE,VIC,3004,-37.85058,144.98131,2,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,7.3,5.72,0.42,1.34,1.53
17174987,elite,470,FALSE,Tennille D'Avola,Jas Stephens Real Estate,1/49 Napier Street,FOOTSCRAY,VIC,3011,-37.80482,144.9024,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,0.58,4.66,0.7,0.46,0.56
17175035,elite,490,FALSE,"Eva Christodoulou, Dylan Emmett",Lucas Real Estate,1710/8 McCrae Street,DOCKLANDS,VIC,3008,-37.82167,144.95099,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,3.93,0.9,1.05,1.31,0.65
17175715,elite,600,FALSE,Shaun Young,AREAL PROPERTY MELBOURNE,708/243 Franklin Street,MELBOURNE,VIC,3000,-37.809772,144.957,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,1.62,3.06,0.64,1.03,0.25
17176952,elite,675,FALSE,Illy Bakesy,Jas Stephens Real Estate,61 Tarrengower Street,YARRAVILLE,VIC,3013,-37.81772,144.8898,1,House,House,FALSE,0,FALSE,2.35,5.1,2.21,0.77,0.54
14593045,standardpp,450,FALSE,Cooper Modica,LITTLE Real Estate Victoria,802/1 Ascot Vale Road,FLEMINGTON,VIC,3031,-37.78678,144.92131,1,ApartmentUnitFlat,Apartment / Unit / Flat,FALSE,0,FALSE,2.66,4.84,0.6,1.10,0.68
17079304,standardpp,590,FALSE,LIV Aston,LIV Aston Mirvac,1916/7 Siddeley Street,DOCKLANDS,VIC,3008,-37.821514,144.95454,1,Studio,Studio,FALSE,0,FALSE,3.34,1.14,0.79,1.73,0.38
